skill1,skill2,value,type
Network Design,Data Center,32,h-h
Network Engineering,Data Center,26,h-h
Network Security,Data Center,46,h-h
Routers,Data Center,26,h-h
Routing,Data Center,28,h-h
Security,Data Center,102,h-h
Switches,Data Center,30,h-h
TCP/IP,Data Center,36,h-h
VPN,Data Center,30,h-h
WAN,Data Center,26,h-h
Networking,Disaster Recovery,60,h-h
Troubleshooting,Disaster Recovery,84,h-h
Disaster Recovery,CCNA,18,h-h
Disaster Recovery,Cisco Technologies,34,h-h
Firewalls,Disaster Recovery,52,h-h
Network Administration,Disaster Recovery,36,h-h
Network Design,Disaster Recovery,30,h-h
Network Engineering,Disaster Recovery,30,h-h
Network Security,Disaster Recovery,54,h-h
Routers,Disaster Recovery,28,h-h
Routing,Disaster Recovery,30,h-h
Security,Disaster Recovery,100,h-h
Switches,Disaster Recovery,32,h-h
TCP/IP,Disaster Recovery,26,h-h
VMware,Disaster Recovery,74,h-h
VPN,Disaster Recovery,28,h-h
WAN,Disaster Recovery,30,h-h
Troubleshooting,Networking,160,h-h
Networking,CCNA,20,h-h
Networking,Cisco Technologies,44,h-h
Networking,Firewalls,44,h-h
Networking,Network Administration,50,h-h
Networking,Network Design,36,h-h
Networking,Network Engineering,30,h-h
Networking,Network Security,44,h-h
Routers,Networking,32,h-h
Routing,Networking,32,h-h
Security,Networking,80,h-h
Switches,Networking,34,h-h
TCP/IP,Networking,44,h-h
VMware,Networking,86,h-h
VPN,Networking,32,h-h
WAN,Networking,30,h-h
Troubleshooting,CCNA,20,h-h
Troubleshooting,Cisco Technologies,36,h-h
Troubleshooting,Firewalls,36,h-h
Troubleshooting,Network Administration,42,h-h
Troubleshooting,Network Design,30,h-h
Troubleshooting,Network Engineering,28,h-h
Troubleshooting,Network Security,36,h-h
Troubleshooting,Routers,30,h-h
Troubleshooting,Routing,28,h-h
Troubleshooting,Security,96,h-h
Troubleshooting,Switches,30,h-h
Troubleshooting,TCP/IP,38,h-h
VMware,Troubleshooting,110,h-h
VPN,Troubleshooting,28,h-h
WAN,Troubleshooting,28,h-h
Cisco Technologies,CCNA,18,h-h
Firewalls,CCNA,18,h-h
Network Administration,CCNA,20,h-h
Network Design,CCNA,18,h-h
Network Engineering,CCNA,18,h-h
Network Security,CCNA,18,h-h
Routers,CCNA,18,h-h
Routing,CCNA,18,h-h
Security,CCNA,18,h-h
Switches,CCNA,18,h-h
TCP/IP,CCNA,18,h-h
VMware,CCNA,20,h-h
VPN,CCNA,18,h-h
WAN,CCNA,18,h-h
Firewalls,Cisco Technologies,42,h-h
Network Administration,Cisco Technologies,30,h-h
Network Design,Cisco Technologies,34,h-h
Network Engineering,Cisco Technologies,30,h-h
Network Security,Cisco Technologies,42,h-h
Routers,Cisco Technologies,30,h-h
Routing,Cisco Technologies,32,h-h
Security,Cisco Technologies,50,h-h
Switches,Cisco Technologies,34,h-h
TCP/IP,Cisco Technologies,32,h-h
VMware,Cisco Technologies,36,h-h
VPN,Cisco Technologies,30,h-h
WAN,Cisco Technologies,30,h-h
Network Design,Firewalls,30,h-h
Network Engineering,Firewalls,30,h-h
Routers,Firewalls,30,h-h
Routing,Firewalls,32,h-h
Switches,Firewalls,34,h-h
TCP/IP,Firewalls,32,h-h
VMware,Firewalls,38,h-h
VPN,Firewalls,30,h-h
WAN,Firewalls,30,h-h
Network Design,Network Administration,22,h-h
Network Engineering,Network Administration,24,h-h
Routers,Network Administration,24,h-h
Routing,Network Administration,24,h-h
Switches,Network Administration,26,h-h
TCP/IP,Network Administration,28,h-h
VMware,Network Administration,40,h-h
VPN,Network Administration,24,h-h
WAN,Network Administration,24,h-h
Network Engineering,Network Design,28,h-h
Network Security,Network Design,30,h-h
Routers,Network Design,28,h-h
Routing,Network Design,30,h-h
Security,Network Design,34,h-h
Switches,Network Design,30,h-h
TCP/IP,Network Design,20,h-h
VMware,Network Design,26,h-h
VPN,Network Design,26,h-h
WAN,Network Design,28,h-h
Network Security,Network Engineering,30,h-h
Routers,Network Engineering,28,h-h
Routing,Network Engineering,28,h-h
Security,Network Engineering,30,h-h
Switches,Network Engineering,30,h-h
TCP/IP,Network Engineering,22,h-h
VMware,Network Engineering,26,h-h
VPN,Network Engineering,26,h-h
WAN,Network Engineering,30,h-h
Routers,Network Security,30,h-h
Routing,Network Security,32,h-h
Switches,Network Security,34,h-h
TCP/IP,Network Security,32,h-h
VMware,Network Security,38,h-h
VPN,Network Security,30,h-h
WAN,Network Security,30,h-h
Routing,Routers,28,h-h
Security,Routers,32,h-h
Switches,Routers,30,h-h
TCP/IP,Routers,20,h-h
VMware,Routers,26,h-h
VPN,Routers,26,h-h
WAN,Routers,28,h-h
Security,Routing,32,h-h
Switches,Routing,32,h-h
TCP/IP,Routing,22,h-h
VMware,Routing,28,h-h
VPN,Routing,28,h-h
WAN,Routing,28,h-h
Switches,Security,34,h-h
TCP/IP,Security,36,h-h
VMware,Security,80,h-h
VPN,Security,30,h-h
WAN,Security,30,h-h
TCP/IP,Switches,24,h-h
VMware,Switches,28,h-h
VPN,Switches,30,h-h
WAN,Switches,30,h-h
VMware,TCP/IP,30,h-h
VPN,TCP/IP,26,h-h
WAN,TCP/IP,22,h-h
VPN,VMware,24,h-h
WAN,VMware,26,h-h
WAN,VPN,26,h-h
Scrum,Agile Methodologies,84,h-h
Web Applications,Agile Methodologies,82,h-h
Unix,Agile Methodologies,70,h-h
Distributed Systems,Agile Methodologies,42,h-h
Scrum,Java,86,h-h
Web Applications,Java,104,h-h
Unix,Java,118,h-h
Java,Distributed Systems,54,h-h
Software Development,Scrum,80,h-h
Web Applications,Software Development,104,h-h
Software Development,Distributed Systems,52,h-h
Scrum,C#,64,h-h
Web Applications,C#,84,h-h
Unix,C#,32,h-h
Distributed Systems,C#,30,h-h
Scrum,C++,64,h-h
Web Applications,C++,72,h-h
Unix,C++,58,h-h
Distributed Systems,C++,52,h-h
Scrum,JavaScript,68,h-h
Web Applications,JavaScript,106,h-h
Unix,JavaScript,80,h-h
JavaScript,Distributed Systems,38,h-h
jQuery,Scrum,50,h-h
jQuery,Web Applications,96,h-h
jQuery,Unix,30,h-h
jQuery,Distributed Systems,6,h-h
Scrum,Linux,74,h-h
Web Applications,Linux,46,h-h
Linux,Distributed Systems,36,h-h
Scrum,Microsoft SQL Server,30,h-h
Web Applications,Microsoft SQL Server,72,h-h
Microsoft SQL Server,Distributed Systems,12,h-h
Scrum,MySQL,58,h-h
Web Applications,MySQL,88,h-h
Unix,MySQL,56,h-h
MySQL,Distributed Systems,18,h-h
Scrum,SQL,82,h-h
Web Applications,Scrum,26,h-h
Web Services,Scrum,60,h-h
XML,Scrum,76,h-h
Unix,Scrum,36,h-h
Scrum,C,14,h-h
Scrum,Python,14,h-h
Software Engineering,Scrum,16,h-h
Scrum,Distributed Systems,12,h-h
Web Applications,SQL,104,h-h
SQL,Distributed Systems,40,h-h
Web Services,Web Applications,92,h-h
XML,Web Applications,104,h-h
Web Applications,Unix,6,h-h
Web Applications,C,10,h-h
Web Applications,Python,12,h-h
Web Applications,Software Engineering,16,h-h
Web Applications,Distributed Systems,12,h-h
Web Services,Unix,30,h-h
Web Services,Distributed Systems,26,h-h
XML,Unix,68,h-h
XML,Distributed Systems,34,h-h
Unix,Python,14,h-h
Unix,Software Engineering,14,h-h
Unix,Distributed Systems,10,h-h
Distributed Systems,C,48,h-h
Python,Distributed Systems,46,h-h
Software Engineering,Distributed Systems,54,h-h
Java,Electronics,14,h-h
Testing,Java,180,h-h
Java,Embedded Software,18,h-h
Java,Embedded Systems,52,h-h
Programming,Java,86,h-h
Java,Debugging,18,h-h
Software Design,Java,38,h-h
Java,Firmware,10,h-h
Microcontrollers,Java,10,h-h
Java,ARM,10,h-h
Java,Device Drivers,10,h-h
Java,Embedded C,10,h-h
RTOS,Java,10,h-h
Java,Embedded Linux,2,h-l
Software Development,Electronics,14,h-h
Testing,Software Development,170,h-h
Software Development,Embedded Software,20,h-h
Software Development,Embedded Systems,56,h-h
Software Development,Programming,54,h-h
Software Development,Debugging,20,h-h
Software Development,Software Design,38,h-h
Software Development,Firmware,12,h-h
Software Development,Microcontrollers,12,h-h
Software Development,ARM,12,h-h
Software Development,Device Drivers,12,h-h
Software Development,Embedded C,12,h-h
Software Development,RTOS,12,h-h
Software Development,Embedded Linux,4,h-l
Electronics,C++,24,h-h
Embedded Software,C++,20,h-h
Embedded Systems,C++,54,h-h
Programming,C++,146,h-h
Debugging,C++,18,h-h
Software Design,C++,40,h-h
Firmware,C++,12,h-h
Microcontrollers,C++,12,h-h
C++,ARM,12,h-h
Device Drivers,C++,12,h-h
Embedded C,C++,12,h-h
RTOS,C++,12,h-h
Embedded Linux,C++,4,l-h
Linux,Electronics,18,h-h
Testing,Linux,156,h-h
Linux,Embedded Software,16,h-h
Linux,Embedded Systems,42,h-h
Linux,Debugging,18,h-h
Software Design,Linux,32,h-h
Linux,Firmware,12,h-h
Microcontrollers,Linux,12,h-h
Linux,ARM,12,h-h
Linux,Device Drivers,12,h-h
Linux,Embedded C,12,h-h
RTOS,Linux,12,h-h
Linux,Embedded Linux,4,h-l
Testing,Electronics,102,h-h
Electronics,C,26,h-h
Software Engineering,Electronics,4,h-h
Embedded Software,Electronics,6,h-h
Embedded Systems,Electronics,42,h-h
Programming,Electronics,12,h-h
Electronics,Debugging,6,h-h
Software Design,Electronics,4,h-h
Firmware,Electronics,6,h-h
Microcontrollers,Electronics,4,h-h
Electronics,ARM,4,h-h
Electronics,Device Drivers,4,h-h
Embedded C,Electronics,4,h-h
RTOS,Electronics,4,h-h
Embedded Linux,Electronics,4,l-h
Testing,Software Engineering,28,h-h
Testing,Embedded Software,10,h-h
Testing,Embedded Systems,70,h-h
Testing,Programming,16,h-h
Testing,Software Design,8,h-h
Testing,Firmware,6,h-h
Testing,Microcontrollers,4,h-h
Testing,ARM,4,h-h
Testing,Device Drivers,4,h-h
Testing,Embedded C,4,h-h
Testing,RTOS,4,h-h
Testing,Embedded Linux,4,h-l
Embedded Software,C,22,h-h
Embedded Systems,C,58,h-h
Programming,C,88,h-h
Software Design,C,38,h-h
Firmware,C,14,h-h
Microcontrollers,C,12,h-h
C,ARM,12,h-h
Device Drivers,C,12,h-h
Embedded C,C,12,h-h
RTOS,C,12,h-h
Embedded Linux,C,4,l-h
Software Engineering,Embedded Software,20,h-h
Software Engineering,Embedded Systems,24,h-h
Software Engineering,Programming,60,h-h
Software Engineering,Debugging,18,h-h
Software Engineering,Software Design,40,h-h
Software Engineering,Firmware,12,h-h
Software Engineering,Microcontrollers,12,h-h
Software Engineering,ARM,12,h-h
Software Engineering,Device Drivers,12,h-h
Software Engineering,Embedded C,12,h-h
Software Engineering,RTOS,12,h-h
Software Engineering,Embedded Linux,4,h-l
Embedded Systems,Embedded Software,22,h-h
Programming,Embedded Software,16,h-h
Embedded Software,Debugging,18,h-h
Software Design,Embedded Software,16,h-h
Firmware,Embedded Software,14,h-h
Microcontrollers,Embedded Software,12,h-h
Embedded Software,ARM,12,h-h
Embedded Software,Device Drivers,12,h-h
Embedded Software,Embedded C,12,h-h
RTOS,Embedded Software,12,h-h
Embedded Software,Embedded Linux,4,h-l
Programming,Embedded Systems,20,h-h
Embedded Systems,Debugging,22,h-h
Software Design,Embedded Systems,16,h-h
Firmware,Embedded Systems,14,h-h
Microcontrollers,Embedded Systems,12,h-h
Embedded Systems,ARM,12,h-h
Embedded Systems,Device Drivers,12,h-h
Embedded Systems,Embedded C,12,h-h
RTOS,Embedded Systems,12,h-h
Embedded Systems,Embedded Linux,4,h-l
Programming,Debugging,12,h-h
Software Design,Programming,22,h-h
Programming,Firmware,12,h-h
Programming,Microcontrollers,12,h-h
Programming,ARM,12,h-h
Programming,Device Drivers,12,h-h
Programming,Embedded C,12,h-h
RTOS,Programming,12,h-h
Programming,Embedded Linux,4,h-l
Software Design,Debugging,16,h-h
Firmware,Debugging,14,h-h
Microcontrollers,Debugging,12,h-h
Debugging,ARM,12,h-h
Device Drivers,Debugging,12,h-h
Embedded C,Debugging,12,h-h
RTOS,Debugging,12,h-h
Embedded Linux,Debugging,4,l-h
Software Design,Firmware,12,h-h
Software Design,Microcontrollers,12,h-h
Software Design,ARM,12,h-h
Software Design,Device Drivers,12,h-h
Software Design,Embedded C,12,h-h
Software Design,RTOS,12,h-h
Software Design,Embedded Linux,4,h-l
Microcontrollers,Firmware,12,h-h
Firmware,ARM,12,h-h
Firmware,Device Drivers,12,h-h
Firmware,Embedded C,12,h-h
RTOS,Firmware,12,h-h
Firmware,Embedded Linux,4,h-l
Microcontrollers,ARM,12,h-h
Microcontrollers,Device Drivers,12,h-h
Microcontrollers,Embedded C,12,h-h
RTOS,Microcontrollers,12,h-h
Microcontrollers,Embedded Linux,4,h-l
Device Drivers,ARM,12,h-h
Embedded C,ARM,12,h-h
RTOS,ARM,12,h-h
Embedded Linux,ARM,4,l-h
Embedded C,Device Drivers,12,h-h
RTOS,Device Drivers,12,h-h
Embedded Linux,Device Drivers,4,l-h
RTOS,Embedded C,12,h-h
Embedded Linux,Embedded C,4,l-h
RTOS,Embedded Linux,4,h-l
Leadership,English,92,h-h
Project Management,English,38,h-h
English,Analysis,32,h-h
English,Business Strategy,18,h-h
English,Curriculum Design,22,h-h
Teaching,English,32,h-h
Matlab,English,20,h-h
Programming,English,20,h-h
English,Data Analysis,28,h-h
Science,English,20,h-h
Statistics,English,20,h-h
English,E-Learning,22,h-h
Higher Education,English,24,h-h
Qualitative Research,English,20,h-h
Lecturing,English,20,h-h
University Teaching,English,24,h-h
Leadership,Analysis,336,h-h
Leadership,Curriculum Design,44,h-h
Teaching,Leadership,82,h-h
Matlab,Leadership,54,h-h
Programming,Leadership,30,h-h
Science,Leadership,22,h-h
Statistics,Leadership,28,h-h
Leadership,E-Learning,30,h-h
Leadership,Higher Education,54,h-h
Qualitative Research,Leadership,22,h-h
Lecturing,Leadership,20,h-h
University Teaching,Leadership,24,h-h
Management,Analysis,474,h-h
Management,Curriculum Design,20,h-h
Teaching,Management,56,h-h
Matlab,Management,144,h-h
Science,Management,22,h-h
Statistics,Management,24,h-h
Management,E-Learning,20,h-h
Management,Higher Education,40,h-h
Qualitative Research,Management,22,h-h
Management,Lecturing,20,h-h
University Teaching,Management,20,h-h
Public Speaking,Analysis,50,h-h
Public Speaking,Curriculum Design,62,h-h
Teaching,Public Speaking,136,h-h
Public Speaking,Matlab,44,h-h
Public Speaking,Programming,36,h-h
Public Speaking,Data Analysis,56,h-h
Science,Public Speaking,24,h-h
Statistics,Public Speaking,40,h-h
Public Speaking,E-Learning,32,h-h
Public Speaking,Higher Education,62,h-h
Qualitative Research,Public Speaking,20,h-h
Public Speaking,Lecturing,22,h-h
University Teaching,Public Speaking,26,h-h
Research,Analysis,116,h-h
Research,Curriculum Design,50,h-h
Teaching,Research,190,h-h
Research,Matlab,156,h-h
Research,Programming,116,h-h
Research,Data Analysis,172,h-h
Science,Research,106,h-h
Statistics,Research,126,h-h
Research,E-Learning,30,h-h
Research,Higher Education,62,h-h
Research,Qualitative Research,66,h-h
Research,Lecturing,26,h-h
University Teaching,Research,28,h-h
Project Management,Analysis,352,h-h
Project Management,Curriculum Design,22,h-h
Teaching,Project Management,72,h-h
Project Management,Matlab,242,h-h
Project Management,Programming,76,h-h
Project Management,Data Analysis,162,h-h
Science,Project Management,52,h-h
Statistics,Project Management,62,h-h
Project Management,E-Learning,20,h-h
Project Management,Higher Education,32,h-h
Qualitative Research,Project Management,24,h-h
Project Management,Lecturing,22,h-h
University Teaching,Project Management,20,h-h
Business Strategy,Analysis,236,h-h
Curriculum Design,Analysis,20,h-h
Teaching,Analysis,30,h-h
Matlab,Analysis,36,h-h
Programming,Analysis,18,h-h
Data Analysis,Analysis,134,h-h
Science,Analysis,20,h-h
Statistics,Analysis,34,h-h
E-Learning,Analysis,18,h-h
Higher Education,Analysis,26,h-h
Qualitative Research,Analysis,30,h-h
Lecturing,Analysis,22,h-h
University Teaching,Analysis,20,h-h
Curriculum Design,Business Strategy,18,h-h
Teaching,Business Strategy,18,h-h
Matlab,Business Strategy,24,h-h
Programming,Business Strategy,18,h-h
Data Analysis,Business Strategy,86,h-h
